id,title,skills,median_salary,growth_pct,education,sector,abilities,knowledge,work_activities,interests,job_zone
27-2021.00,Athletes and Sports Competitors,"Speaking, Active Listening, Critical Thinking, Coordination, Monitoring, Judgment and Decision Making, Reading Comprehension",62360,5.5,bachelor,27,"Oral Comprehension, Oral Expression, Problem Sensitivity, Static Strength, Stamina, Explosive Strength, Dynamic Strength","Administration and Management, English Language, Customer and Personal Service, Personnel and Human Resources, Communications and Media, Education and Training, Sales and Marketing","Getting Information, Making Decisions and Solving Problems, Analyzing Data or Information, Identifying Objects, Actions, and Events, Performing General Physical Activities, Establishing and Maintaining Interpersonal Relationships, Communicating with Supervisors, Peers, or Subordinates","Realistic, Enterprising, Social, Conventional, Artistic, Investigative",2
47-2111.00,Electricians,"Troubleshooting, Repairing, Active Listening, Speaking, Critical Thinking, Active Learning, Installation",62350,9.5,bachelor,47,"Problem Sensitivity, Near Vision, Deductive Reasoning, Inductive Reasoning, Oral Comprehension, Information Ordering, Finger Dexterity","Building and Construction, Administration and Management, Mechanical, Mathematics, Design, Customer and Personal Service, Public Safety and Security","Performing General Physical Activities, Communicating with Supervisors, Peers, or Subordinates, Organizing, Planning, and Prioritizing Work, Getting Information, Monitoring Processes, Materials, or Surroundings, Updating and Using Relevant Knowledge, Establishing and Maintaining Interpersonal Relationships","Realistic, Conventional, Investigative, Enterprising, Artistic, Social",3
25-2021.00,"Elementary School Teachers, Except Special Education","Speaking, Instructing, Learning Strategies, Reading Comprehension, Active Listening, Critical Thinking, Writing",62340,-2.0,bachelor,25,"Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning, Speech Recognition","Education and Training, English Language, Mathematics, Psychology, Computers and Electronics, Customer and Personal Service, Administrative","Organizing, Planning, and Prioritizing Work, Getting Information, Training and Teaching Others, Establishing and Maintaining Interpersonal Relationships, Updating and Using Relevant Knowledge, Making Decisions and Solving Problems, Thinking Creatively","Social, Artistic, Conventional, Investigative, Enterprising, Realistic",4
29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Service Orientation, Social Perceptiveness, Coordination, Active Listening, Speaking, Monitoring, Reading Comprehension",62340,2.6,bachelor,29,"Oral Comprehension, Written Comprehension, Oral Expression, Problem Sensitivity, Speech Clarity, Deductive Reasoning, Inductive Reasoning","Customer and Personal Service, English Language, Psychology, Medicine and Dentistry, Administration and Management, Education and Training, Therapy and Counseling","Assisting and Caring for Others, Documenting/Recording Information, Getting Information, Making Decisions and Solving Problems, Organizing, Planning, and Prioritizing Work, Updating and Using Relevant Knowledge, Identifying Objects, Actions, and Events","Social, Realistic, Conventional, Investigative, Enterprising, Artistic",3
25-2051.00,"Special Education Teachers, Preschool","Speaking, Active Listening, Reading Comprehension, Critical Thinking, Social Perceptiveness, Writing, Learning Strategies",62190,1.4,bachelor,25,"Oral Expression, Oral Comprehension, Written Comprehension, Problem Sensitivity, Speech Clarity, Deductive Reasoning, Written Expression","English Language, Education and Training, Psychology, Public Safety and Security, Therapy and Counseling, Computers and Electronics, Administrative","Getting Information, Assisting and Caring for Others, Communicating with Supervisors, Peers, or Subordinates, Documenting/Recording Information, Establishing and Maintaining Interpersonal Relationships, Training and Teaching Others, Organizing, Planning, and Prioritizing Work","Social, Artistic, Investigative, Conventional, Realistic, Enterprising",5
49-9096.00,Riggers,"Operation and Control, Reading Comprehension, Active Listening, Critical Thinking, Monitoring, Coordination, Operations Monitoring",62060,3.2,bachelor,49,"Problem Sensitivity, Control Precision, Multilimb Coordination, Near Vision, Depth Perception, Oral Comprehension, Information Ordering","Mechanical, Public Safety and Security, Production and Processing, Customer and Personal Service, Administration and Management, Design, English Language","Inspecting Equipment, Structures, or Materials, Communicating with Supervisors, Peers, or Subordinates, Handling and Moving Objects, Performing General Physical Activities, Getting Information, Identifying Objects, Actions, and Events, Controlling Machines and Processes","Realistic, Conventional, Investigative, Enterprising, Artistic, Social",2
51-4192.00,"Layout Workers, Metal and Plastic","Mathematics, Reading Comprehension, Critical Thinking, Monitoring, Complex Problem Solving, Operations Monitoring, Quality Control Analysis",61870,-5.4,bachelor,51,"Near Vision, Visualization, Arm-Hand Steadiness, Problem Sensitivity, Manual Dexterity, Information Ordering, Deductive Reasoning","Mathematics, Design, Mechanical, Production and Processing, Engineering and Technology, English Language, Building and Construction","Getting Information, Handling and Moving Objects, Inspecting Equipment, Structures, or Materials, Communicating with Supervisors, Peers, or Subordinates, Controlling Machines and Processes, Identifying Objects, Actions, and Events, Performing General Physical Activities","Realistic, Conventional, Artistic, Investigative, Social, Enterprising",2
25-4012.00,Curators,"Reading Comprehension, Speaking, Active Listening, Writing, Critical Thinking, Complex Problem Solving, Active Learning",61770,7.0,bachelor,25,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Deductive Reasoning, Near Vision, Inductive Reasoning","English Language, History and Archeology, Fine Arts, Administration and Management, Sociology and Anthropology, Communications and Media, Administrative","Identifying Objects, Actions, and Events, Documenting/Recording Information, Getting Information, Thinking Creatively, Organizing, Planning, and Prioritizing Work, Establishing and Maintaining Interpersonal Relationships, Making Decisions and Solving Problems","Conventional, Enterprising, Social, Investigative, Artistic, Realistic",5
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Quality Control Analysis, Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Complex Problem Solving",61680,-14.5,bachelor,51,"Problem Sensitivity, Near Vision, Finger Dexterity, Information Ordering, Visualization, Manual Dexterity, Oral Comprehension","Mathematics, Education and Training, Mechanical, English Language, Production and Processing, Design, Computers and Electronics","Controlling Machines and Processes, Monitoring Processes, Materials, or Surroundings, Getting Information, Inspecting Equipment, Structures, or Materials, Documenting/Recording Information, Handling and Moving Objects, Updating and Using Relevant Knowledge","Realistic, Conventional, Investigative, Artistic, Enterprising, Social",2
43-5051.00,Postal Service Clerks,"Active Listening, Speaking, Reading Comprehension, Service Orientation, Critical Thinking, Monitoring, Social Perceptiveness",61630,-3.5,bachelor,43,"Oral Comprehension, Oral Expression, Near Vision, Written Comprehension, Speech Recognition, Speech Clarity, Deductive Reasoning","Customer and Personal Service, English Language, Mathematics, Sales and Marketing, Administrative, Computers and Electronics, Transportation","Performing for or Working Directly with the Public, Getting Information, Identifying Objects, Actions, and Events, Evaluating Information to Determine Compliance with Standards, Communicating with Supervisors, Peers, or Subordinates, Handling and Moving Objects, Working with Computers","Conventional, Realistic, Enterprising, Social, Investigative, Artistic",2
39-1013.00,First-Line Supervisors of Gambling Services Workers,"Monitoring, Service Orientation, Active Listening, Speaking, Reading Comprehension, Critical Thinking, Social Perceptiveness",61590,2.0,bachelor,39,"Oral Comprehension, Oral Expression, Problem Sensitivity, Speech Recognition, Speech Clarity, Deductive Reasoning, Near Vision","Customer and Personal Service, Mathematics, English Language, Administration and Management, Computers and Electronics, Education and Training, Economics and Accounting","Performing for or Working Directly with the Public, Communicating with Supervisors, Peers, or Subordinates, Getting Information, Working with Computers, Guiding, Directing, and Motivating Subordinates, Evaluating Information to Determine Compliance with Standards, Resolving Conflicts and Negotiating with Others","Enterprising, Conventional, Realistic, Social, Investigative, Artistic",2
25-4011.00,Archivists,"Reading Comprehension, Writing, Active Listening, Critical Thinking, Speaking, Active Learning, Complex Problem Solving",61570,3.8,bachelor,25,"Written Comprehension, Written Expression, Information Ordering, Category Flexibility, Oral Comprehension, Near Vision, Deductive Reasoning","History and Archeology, English Language, Customer and Personal Service, Administrative, Administration and Management, Computers and Electronics, Education and Training","Getting Information, Documenting/Recording Information, Working with Computers, Communicating with People Outside the Organization, Communicating with Supervisors, Peers, or Subordinates, Identifying Objects, Actions, and Events, Establishing and Maintaining Interpersonal Relationships","Conventional, Investigative, Social, Artistic, Realistic, Enterprising",5
29-2092.00,Hearing Aid Specialists,"Active Listening, Service Orientation, Instructing, Speaking, Reading Comprehension, Social Perceptiveness, Writing",61560,18.4,bachelor,29,"Oral Comprehension, Oral Expression, Speech Clarity, Problem Sensitivity, Speech Recognition, Written Comprehension, Near Vision","Customer and Personal Service, Sales and Marketing, Therapy and Counseling, Medicine and Dentistry, Computers and Electronics, Administrative, English Language","Assisting and Caring for Others, Performing for or Working Directly with the Public, Getting Information, Working with Computers, Updating and Using Relevant Knowledge, Identifying Objects, Actions, and Events, Establishing and Maintaining Interpersonal Relationships","Social, Investigative, Conventional, Realistic, Enterprising, Artistic",3
25-1194.00,"Career/Technical Education Teachers, Postsecondary","Active Listening, Learning Strategies, Instructing, Reading Comprehension, Speaking, Active Learning, Critical Thinking",61490,0.7,bachelor,25,"Oral Comprehension, Oral Expression, Written Comprehension, Written Expression, Problem Sensitivity, Speech Clarity, Deductive Reasoning","Education and Training, English Language, Mechanical, Customer and Personal Service, Mathematics, Administrative, Engineering and Technology","Training and Teaching Others, Getting Information, Updating and Using Relevant Knowledge, Coaching and Developing Others, Organizing, Planning, and Prioritizing Work, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships","Social, Investigative, Realistic, Conventional, Artistic, Enterprising",3
41-3011.00,Advertising Sales Agents,"Speaking, Persuasion, Social Perceptiveness, Service Orientation, Active Listening, Negotiation, Reading Comprehension",61460,-6.4,bachelor,41,"Oral Expression, Speech Clarity, Oral Comprehension, Speech Recognition, Written Comprehension, Written Expression, Near Vision","Sales and Marketing, Customer and Personal Service, English Language, Communications and Media, Mathematics, Administrative, Computers and Electronics","Selling or Influencing Others, Communicating with People Outside the Organization, Establishing and Maintaining Interpersonal Relationships, Thinking Creatively, Performing for or Working Directly with the Public, Getting Information, Organizing, Planning, and Prioritizing Work","Enterprising, Conventional, Artistic, Social, Investigative, Realistic",4
25-2012.00,"Kindergarten Teachers, Except Special Education","Social Perceptiveness, Instructing, Active Listening, Speaking, Learning Strategies, Monitoring, Reading Comprehension",61430,-1.6,bachelor,25,"Oral Expression, Written Comprehension, Oral Comprehension, Written Expression, Problem Sensitivity, Speech Clarity, Fluency of Ideas","Education and Training, English Language, Psychology, Mathematics, Customer and Personal Service, Sociology and Anthropology, Public Safety and Security","Thinking Creatively, Organizing, Planning, and Prioritizing Work, Establishing and Maintaining Interpersonal Relationships, Developing Objectives and Strategies, Making Decisions and Solving Problems, Training and Teaching Others, Updating and Using Relevant Knowledge","Social, Artistic, Conventional, Investigative, Realistic, Enterprising",4
27-1024.00,Graphic Designers,"Active Listening, Speaking, Writing, Critical Thinking, Active Learning, Reading Comprehension, Social Perceptiveness",61300,2.1,bachelor,27,"Originality, Fluency of Ideas, Near Vision, Written Comprehension, Oral Comprehension, Oral Expression, Written Expression","Design, Computers and Electronics, Fine Arts, Communications and Media, English Language, Sales and Marketing, Customer and Personal Service","Thinking Creatively, Working with Computers, Getting Information, Making Decisions and Solving Problems, Organizing, Planning, and Prioritizing Work, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships","Artistic, Conventional, Enterprising, Realistic, Investigative, Social",4
49-9092.00,Commercial Divers,"Critical Thinking, Active Listening, Operations Monitoring, Speaking, Quality Control Analysis, Operation and Control, Time Management",61130,8.5,bachelor,49,"Oral Comprehension, Oral Expression, Problem Sensitivity, Arm-Hand Steadiness, Control Precision, Multilimb Coordination, Manual Dexterity","Mechanical, Building and Construction, Physics, Customer and Personal Service, Mathematics, Public Safety and Security, Education and Training","Performing General Physical Activities, Inspecting Equipment, Structures, or Materials, Handling and Moving Objects, Making Decisions and Solving Problems, Communicating with Supervisors, Peers, or Subordinates, Getting Information, Identifying Objects, Actions, and Events","Realistic, Investigative, Conventional, Enterprising, Artistic, Social",3
23-2011.00,Paralegals and Legal Assistants,"Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Active Learning, Complex Problem Solving",61010,0.2,bachelor,23,"Written Comprehension, Oral Comprehension, Oral Expression, Written Expression, Near Vision, Speech Recognition, Speech Clarity","Administrative, English Language, Law and Government, Customer and Personal Service, Computers and Electronics, Administration and Management, Public Safety and Security","Working with Computers, Communicating with Supervisors, Peers, or Subordinates, Getting Information, Organizing, Planning, and Prioritizing Work, Evaluating Information to Determine Compliance with Standards, Performing Administrative Activities, Documenting/Recording Information","Conventional, Investigative, Enterprising, Social, Artistic, Realistic",3
35-1011.00,Chefs and Head Cooks,"Coordination, Speaking, Monitoring, Time Management, Active Listening, Critical Thinking, Social Perceptiveness",60990,7.1,bachelor,35,"Oral Comprehension, Oral Expression, Problem Sensitivity, Deductive Reasoning, Speech Clarity, Speech Recognition, Information Ordering","Food Production, Customer and Personal Service, Production and Processing, Administration and Management, Personnel and Human Resources, Mathematics, Education and Training","Organizing, Planning, and Prioritizing Work, Developing and Building Teams, Coaching and Developing Others, Making Decisions and Solving Problems, Training and Teaching Others, Scheduling Work and Activities, Thinking Creatively","Enterprising, Realistic, Conventional, Social, Artistic, Investigative",3
47-2211.00,Sheet Metal Workers,"Reading Comprehension, Critical Thinking, Monitoring, Coordination, Active Listening, Speaking, Mathematics",60850,2.4,bachelor,47,"Visualization, Near Vision, Arm-Hand Steadiness, Manual Dexterity, Multilimb Coordination, Information Ordering, Selective Attention","Mechanical, Building and Construction, Mathematics, Design, English Language, Administration and Management, Education and Training","Getting Information, Inspecting Equipment, Structures, or Materials, Monitoring Processes, Materials, or Surroundings, Establishing and Maintaining Interpersonal Relationships, Communicating with People Outside the Organization, Identifying Objects, Actions, and Events, Training and Teaching Others","Realistic, Conventional, Investigative, Artistic, Social, Enterprising",2
21-2011.00,Clergy,"Speaking, Active Listening, Social Perceptiveness, Instructing, Service Orientation, Reading Comprehension, Writing",60820,1.0,bachelor,21,"Speech Clarity, Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning","Philosophy and Theology, English Language, Administration and Management, Customer and Personal Service, Education and Training, Therapy and Counseling, Communications and Media","Establishing and Maintaining Interpersonal Relationships, Assisting and Caring for Others, Getting Information, Developing and Building Teams, Communicating with Supervisors, Peers, or Subordinates, Resolving Conflicts and Negotiating with Others, Making Decisions and Solving Problems","Social, Enterprising, Artistic, Conventional, Investigative, Realistic",5
47-2021.00,Brickmasons and Blockmasons,"Critical Thinking, Coordination, Active Listening, Speaking, Monitoring, Operations Monitoring, Quality Control Analysis",60800,3.2,bachelor,47,"Trunk Strength, Extent Flexibility, Arm-Hand Steadiness, Manual Dexterity, Static Strength, Near Vision, Visualization","Building and Construction, Mathematics, English Language, Public Safety and Security, Production and Processing, Design, Administration and Management","Handling and Moving Objects, Inspecting Equipment, Structures, or Materials, Getting Information, Monitoring Processes, Materials, or Surroundings, Communicating with Supervisors, Peers, or Subordinates, Identifying Objects, Actions, and Events, Scheduling Work and Activities","Realistic, Conventional, Investigative, Artistic, Enterprising, Social",2
49-9064.00,Watch and Clock Repairers,"Repairing, Critical Thinking, Operations Monitoring, Active Listening, Speaking, Equipment Maintenance, Troubleshooting",60690,-1.1,bachelor,49,"Finger Dexterity, Arm-Hand Steadiness, Control Precision, Near Vision, Manual Dexterity, Information Ordering, Problem Sensitivity","Customer and Personal Service, Administration and Management, Mechanical, Administrative, Engineering and Technology, Production and Processing, English Language","Repairing and Maintaining Mechanical Equipment, Monitoring Processes, Materials, or Surroundings, Identifying Objects, Actions, and Events, Making Decisions and Solving Problems, Estimating the Quantifiable Characteristics of Products, Events, or Information, Inspecting Equipment, Structures, or Materials, Judging the Qualities of Objects, Services, or People","Realistic, Conventional, Investigative, Social, Enterprising, Artistic",3
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Troubleshooting, Repairing, Operations Monitoring, Equipment Maintenance, Critical Thinking, Quality Control Analysis, Speaking",60640,2.4,bachelor,49,"Near Vision, Arm-Hand Steadiness, Manual Dexterity, Finger Dexterity, Control Precision, Hearing Sensitivity, Problem Sensitivity","Mechanical, Transportation, Education and Training, English Language, Public Safety and Security, Mathematics, Computers and Electronics","Repairing and Maintaining Mechanical Equipment, Inspecting Equipment, Structures, or Materials, Getting Information, Identifying Objects, Actions, and Events, Operating Vehicles, Mechanized Devices, or Equipment, Repairing and Maintaining Electronic Equipment, Making Decisions and Solving Problems","Realistic, Conventional, Investigative, Social, Enterprising, Artistic",3
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Critical Thinking, Active Learning, Active Listening, Reading Comprehension, Speaking, Judgment and Decision Making, Writing",60560,-1.2,bachelor,27,"Originality, Fluency of Ideas, Visualization, Arm-Hand Steadiness, Visual Color Discrimination, Near Vision, Manual Dexterity","Design, Computers and Electronics, English Language, Production and Processing, Fine Arts, Education and Training, Communications and Media","Thinking Creatively, Getting Information, Organizing, Planning, and Prioritizing Work, Making Decisions and Solving Problems, Establishing and Maintaining Interpersonal Relationships, Updating and Using Relevant Knowledge, Working with Computers","Artistic, Realistic, Investigative, Enterprising, Conventional, Social",3
49-9043.00,"Maintenance Workers, Machinery","Operations Monitoring, Equipment Maintenance, Repairing, Troubleshooting, Operation and Control, Reading Comprehension, Active Listening",60500,-2.8,bachelor,49,"Arm-Hand Steadiness, Problem Sensitivity, Near Vision, Oral Comprehension, Written Comprehension, Information Ordering, Visualization","Mechanical, Mathematics, Design, English Language, Engineering and Technology, Administration and Management, Public Safety and Security","Repairing and Maintaining Mechanical Equipment, Inspecting Equipment, Structures, or Materials, Getting Information, Controlling Machines and Processes, Monitoring Processes, Materials, or Surroundings, Identifying Objects, Actions, and Events, Performing General Physical Activities","Realistic, Conventional, Investigative, Enterprising, Artistic, Social",3
23-1012.00,Judicial Law Clerks,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Speaking, Active Learning, Complex Problem Solving",60400,2.5,bachelor,23,"Written Comprehension, Oral Comprehension, Written Expression, Oral Expression, Inductive Reasoning, Near Vision, Speech Recognition","Law and Government, English Language, Administrative, Computers and Electronics, Public Safety and Security, Administration and Management, Communications and Media","Getting Information, Analyzing Data or Information, Communicating with Supervisors, Peers, or Subordinates, Processing Information, Identifying Objects, Actions, and Events, Working with Computers, Making Decisions and Solving Problems","Conventional, Enterprising, Investigative, Social, Artistic, Realistic",5
41-3021.00,Insurance Sales Agents,"Reading Comprehension, Active Listening, Speaking, Critical Thinking, Writing, Persuasion, Time Management",60370,3.7,bachelor,41,"Oral Comprehension, Written Comprehension, Oral Expression, Speech Clarity, Written Expression, Speech Recognition, Near Vision","Customer and Personal Service, Sales and Marketing, English Language, Mathematics, Law and Government, Transportation, Administration and Management","Establishing and Maintaining Interpersonal Relationships, Getting Information, Selling or Influencing Others, Working with Computers, Organizing, Planning, and Prioritizing Work, Evaluating Information to Determine Compliance with Standards, Making Decisions and Solving Problems","Enterprising, Conventional, Social, Investigative, Artistic, Realistic",4
15-1232.00,Computer User Support Specialists,"Reading Comprehension, Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Writing, Judgment and Decision Making",60340,-3.7,bachelor,15,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Near Vision, Problem Sensitivity, Deductive Reasoning","Computers and Electronics, Customer and Personal Service, Telecommunications, English Language, Education and Training, Mechanical, Engineering and Technology","Working with Computers, Getting Information, Communicating with Supervisors, Peers, or Subordinates, Making Decisions and Solving Problems, Updating and Using Relevant Knowledge, Processing Information, Documenting/Recording Information","Conventional, Realistic, Investigative, Social, Enterprising, Artistic",3
29-9093.00,Surgical Assistants,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Coordination, Service Orientation",60290,5.1,bachelor,29,"Oral Comprehension, Arm-Hand Steadiness, Finger Dexterity, Near Vision, Oral Expression, Problem Sensitivity, Speech Clarity","Medicine and Dentistry, Customer and Personal Service, English Language, Biology, Education and Training, Computers and Electronics, Public Safety and Security","Assisting and Caring for Others, Identifying Objects, Actions, and Events, Making Decisions and Solving Problems, Monitoring Processes, Materials, or Surroundings, Getting Information, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships","Realistic, Conventional, Social, Investigative, Enterprising, Artistic",3
27-3023.00,"News Analysts, Reporters, and Journalists","Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Social Perceptiveness, Active Learning",60280,-3.9,bachelor,27,"Speech Clarity, Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Speech Recognition, Inductive Reasoning","English Language, Communications and Media, Law and Government, Computers and Electronics, Telecommunications, Customer and Personal Service, Geography","Getting Information, Communicating with People Outside the Organization, Interpreting the Meaning of Information for Others, Identifying Objects, Actions, and Events, Establishing and Maintaining Interpersonal Relationships, Communicating with Supervisors, Peers, or Subordinates, Performing for or Working Directly with the Public","Artistic, Investigative, Enterprising, Conventional, Social, Realistic",4
29-1125.00,Recreational Therapists,"Service Orientation, Active Listening, Speaking, Social Perceptiveness, Coordination, Reading Comprehension, Writing",60280,3.3,bachelor,29,"Oral Comprehension, Oral Expression, Speech Clarity, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning","Psychology, Therapy and Counseling, Customer and Personal Service, Education and Training, English Language, Sociology and Anthropology, Administration and Management","Assisting and Caring for Others, Thinking Creatively, Establishing and Maintaining Interpersonal Relationships, Communicating with Supervisors, Peers, or Subordinates, Documenting/Recording Information, Getting Information, Scheduling Work and Activities","Social, Investigative, Realistic, Artistic, Enterprising, Conventional",4
29-9091.00,Athletic Trainers,"Active Listening, Speaking, Critical Thinking, Monitoring, Judgment and Decision Making, Reading Comprehension, Active Learning",60250,11.1,bachelor,29,"Problem Sensitivity, Oral Expression, Written Comprehension, Speech Recognition, Speech Clarity, Written Expression, Deductive Reasoning","Medicine and Dentistry, Customer and Personal Service, Psychology, Therapy and Counseling, English Language, Education and Training, Public Safety and Security","Assisting and Caring for Others, Documenting/Recording Information, Making Decisions and Solving Problems, Updating and Using Relevant Knowledge, Establishing and Maintaining Interpersonal Relationships, Organizing, Planning, and Prioritizing Work, Thinking Creatively","Social, Realistic, Investigative, Conventional, Enterprising, Artistic",5
21-1023.00,Mental Health and Substance Abuse Social Workers,"Social Perceptiveness, Active Listening, Speaking, Reading Comprehension, Critical Thinking, Monitoring, Coordination",60060,9.7,bachelor,21,"Oral Comprehension, Oral Expression, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning","Therapy and Counseling, Psychology, English Language, Customer and Personal Service, Education and Training, Sociology and Anthropology, Public Safety and Security","Documenting/Recording Information, Communicating with Supervisors, Peers, or Subordinates, Assisting and Caring for Others, Making Decisions and Solving Problems, Establishing and Maintaining Interpersonal Relationships, Getting Information, Organizing, Planning, and Prioritizing Work","Social, Investigative, Conventional, Artistic, Enterprising, Realistic",5
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Operations Monitoring, Monitoring, Operation and Control, Reading Comprehension, Active Listening, Speaking, Critical Thinking",60020,2.6,bachelor,53,"Near Vision, Oral Comprehension, Problem Sensitivity, Perceptual Speed, Oral Expression, Control Precision, Written Expression","Production and Processing, Mechanical, English Language, Mathematics, Administration and Management, Computers and Electronics, Engineering and Technology","Inspecting Equipment, Structures, or Materials, Identifying Objects, Actions, and Events, Monitoring Processes, Materials, or Surroundings, Communicating with Supervisors, Peers, or Subordinates, Operating Vehicles, Mechanized Devices, or Equipment, Getting Information, Repairing and Maintaining Mechanical Equipment","Realistic, Conventional, Investigative, Enterprising, Social, Artistic",2
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Instructing, Reading Comprehension, Active Listening, Speaking, Learning Strategies, Writing, Monitoring",59950,-13.7,bachelor,25,"Oral Expression, Written Comprehension, Written Expression, Oral Comprehension, Speech Clarity, Speech Recognition, Near Vision","English Language, Education and Training, Customer and Personal Service, Administrative, Administration and Management, Mathematics, Psychology","Thinking Creatively, Interpreting the Meaning of Information for Others, Coaching and Developing Others, Training and Teaching Others, Making Decisions and Solving Problems, Communicating with Supervisors, Peers, or Subordinates, Organizing, Planning, and Prioritizing Work","Social, Artistic, Conventional, Investigative, Enterprising, Realistic",4
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Operations Monitoring, Critical Thinking, Troubleshooting, Reading Comprehension, Installation, Repairing, Active Listening",59810,8.1,bachelor,49,"Problem Sensitivity, Near Vision, Deductive Reasoning, Oral Comprehension, Arm-Hand Steadiness, Finger Dexterity, Visual Color Discrimination","Mechanical, Building and Construction, Customer and Personal Service, Engineering and Technology, Computers and Electronics, English Language, Public Safety and Security","Getting Information, Performing General Physical Activities, Inspecting Equipment, Structures, or Materials, Making Decisions and Solving Problems, Handling and Moving Objects, Identifying Objects, Actions, and Events, Updating and Using Relevant Knowledge","Realistic, Conventional, Investigative, Social, Enterprising, Artistic",3
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents","Reading Comprehension, Active Listening, Speaking, Critical Thinking, Writing, Mathematics, Active Learning",59740,-1.8,bachelor,13,"Oral Comprehension, Written Comprehension, Oral Expression, Deductive Reasoning, Inductive Reasoning, Information Ordering, Problem Sensitivity","Customer and Personal Service, English Language, Mathematics, Administrative, Law and Government, Economics and Accounting, Administration and Management","Communicating with People Outside the Organization, Working with Computers, Performing for or Working Directly with the Public, Getting Information, Evaluating Information to Determine Compliance with Standards, Communicating with Supervisors, Peers, or Subordinates, Processing Information","Conventional, Enterprising, Social, Investigative, Realistic, Artistic",3
47-5023.00,"Earth Drillers, Except Oil and Gas","Operations Monitoring, Operation and Control, Critical Thinking, Equipment Maintenance, Monitoring, Active Listening, Speaking",59600,2.9,bachelor,47,"Control Precision, Arm-Hand Steadiness, Multilimb Coordination, Reaction Time, Manual Dexterity, Depth Perception, Rate Control","Mechanical, Administration and Management, Transportation, Public Safety and Security, Design, Mathematics, Production and Processing","Inspecting Equipment, Structures, or Materials, Controlling Machines and Processes, Repairing and Maintaining Mechanical Equipment, Operating Vehicles, Mechanized Devices, or Equipment, Getting Information, Identifying Objects, Actions, and Events, Making Decisions and Solving Problems","Realistic, Conventional, Investigative, Enterprising, Social, Artistic",2
33-2011.00,Firefighters,"Critical Thinking, Coordination, Service Orientation, Judgment and Decision Making, Active Listening, Speaking, Active Learning",59530,3.4,bachelor,33,"Problem Sensitivity, Oral Comprehension, Oral Expression, Deductive Reasoning, Arm-Hand Steadiness, Static Strength, Far Vision","Public Safety and Security, Customer and Personal Service, Education and Training, Building and Construction, English Language, Mechanical, Medicine and Dentistry","Inspecting Equipment, Structures, or Materials, Operating Vehicles, Mechanized Devices, or Equipment, Assisting and Caring for Others, Making Decisions and Solving Problems, Performing General Physical Activities, Getting Information, Performing for or Working Directly with the Public","Realistic, Conventional, Social, Enterprising, Investigative, Artistic",3
27-3091.00,Interpreters and Translators,"Speaking, Active Listening, Reading Comprehension, Writing, Critical Thinking, Monitoring, Active Learning",59440,1.7,bachelor,27,"Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Speech Recognition, Speech Clarity, Information Ordering","English Language, Foreign Language, Customer and Personal Service, Education and Training, Administrative, Public Safety and Security, Law and Government","Interpreting the Meaning of Information for Others, Establishing and Maintaining Interpersonal Relationships, Communicating with Supervisors, Peers, or Subordinates, Updating and Using Relevant Knowledge, Identifying Objects, Actions, and Events, Getting Information, Performing for or Working Directly with the Public","Conventional, Artistic, Social, Investigative, Realistic, Enterprising",4
13-1121.00,"Meeting, Convention, and Event Planners","Reading Comprehension, Active Listening, Speaking, Critical Thinking, Social Perceptiveness, Coordination, Service Orientation",59440,4.8,bachelor,13,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Speech Recognition, Problem Sensitivity, Deductive Reasoning","Customer and Personal Service, English Language, Communications and Media, Administrative, Administration and Management, Computers and Electronics, Public Safety and Security","Organizing, Planning, and Prioritizing Work, Making Decisions and Solving Problems, Communicating with Supervisors, Peers, or Subordinates, Communicating with People Outside the Organization, Working with Computers, Scheduling Work and Activities, Performing for or Working Directly with the Public","Enterprising, Conventional, Social, Artistic, Investigative, Realistic",4
